2011-11-20,13,4064,SHOCK WAVE,JOHN SANDFORD
2011-11-20,14,6250,THE SENSE OF AN ENDING,JULIAN BARNES
2011-11-20,15,81,A DANCE WITH DRAGONS,GEORGE R. R. MARTIN
2011-11-27,1,15,11/22/63,STEPHEN KING
2011-11-27,2,5670,THE LITIGATORS,JOHN GRISHAM
2011-11-27,3,7410,ZERO DAY,DAVID BALDACCI
2011-11-27,4,4618,THE BEST OF ME,NICHOLAS SPARKS
2011-11-27,5,4839,THE CHRISTMAS WEDDING,JAMES PATTERSON AND RICHARD DILALLO
2011-11-27,6,26,1Q84,HARUKI MURAKAMI
2011-11-27,7,4537,THE ALLOY OF LAW,BRANDON SANDERSON
2011-11-27,8,2276,HOTEL VENDOME,DANIELLE STEEL
2011-11-27,9,6344,THE SNOW ANGEL,GLENN BECK
2011-11-27,10,6040,THE PRAGUE CEMETERY,UMBERTO ECO
2011-11-27,11,2789,LOST DECEMBER,RICHARD PAUL EVANS
2011-11-27,12,5769,THE MARRIAGE PLOT,JEFFREY EUGENIDES
2011-11-27,13,3424,OUT OF OZ,GREGORY MAGUIRE
2011-11-27,14,81,A DANCE WITH DRAGONS,GEORGE R. R. MARTIN
2011-11-27,15,4524,THE AFFAIR,LEE CHILD
2011-12-04,1,2552,KILL ALEX CROSS,JAMES PATTERSON
2011-12-04,2,15,11/22/63,STEPHEN KING
2011-12-04,3,7426,���V��� IS FOR VENGEANCE,SUE GRAFTON
2011-12-04,4,5670,THE LITIGATORS,JOHN GRISHAM
2011-12-04,5,1443,DEVIL'S GATE,CLIVE CUSSLER AND GRAHAM BROWN
2011-12-04,6,4618,THE BEST OF ME,NICHOLAS SPARKS
2011-12-04,7,7410,ZERO DAY,DAVID BALDACCI
2011-12-04,8,4303,STAR WARS: THE OLD REPUBLIC : REVAN,DREW KARPYSHYN
2011-12-04,9,4839,THE CHRISTMAS WEDDING,JAMES PATTERSON AND RICHARD DILALLO
2011-12-04,10,26,1Q84,HARUKI MURAKAMI
2011-12-04,11,6344,THE SNOW ANGEL,GLENN BECK
2011-12-04,12,3424,OUT OF OZ,GREGORY MAGUIRE
2011-12-04,13,5769,THE MARRIAGE PLOT,JEFFREY EUGENIDES
2011-12-04,14,2789,LOST DECEMBER,RICHARD PAUL EVANS
2011-12-04,15,2276,HOTEL VENDOME,DANIELLE STEEL
2011-12-04,16,6250,THE SENSE OF AN ENDING,JULIAN BARNES
2011-12-11,1,1701,EXPLOSIVE EIGHTEEN,JANET EVANOVICH
2011-12-11,2,15,11/22/63,STEPHEN KING
2011-12-11,3,2552,KILL ALEX CROSS,JAMES PATTERSON
2011-12-11,4,5670,THE LITIGATORS,JOHN GRISHAM
2011-12-11,5,7426,���V��� IS FOR VENGEANCE,SUE GRAFTON
2011-12-11,6,2982,MICRO,MICHAEL CRICHTON
2011-12-11,7,4618,THE BEST OF ME,NICHOLAS SPARKS
2011-12-11,8,7410,ZERO DAY,DAVID BALDACCI
2011-12-11,9,1443,DEVIL'S GATE,CLIVE CUSSLER AND GRAHAM BROWN
2011-12-11,10,4839,THE CHRISTMAS WEDDING,JAMES PATTERSON AND RICHARD DILALLO
2011-12-11,11,6344,THE SNOW ANGEL,GLENN BECK
2011-12-11,12,26,1Q84,HARUKI MURAKAMI
2011-12-11,13,6250,THE SENSE OF AN ENDING,JULIAN BARNES
2011-12-11,14,81,A DANCE WITH DRAGONS,GEORGE R. R. MARTIN
2011-12-11,15,5769,THE MARRIAGE PLOT,JEFFREY EUGENIDES
2011-12-18,1,5015,THE DROP,MICHAEL CONNELLY
2011-12-18,2,15,11/22/63,STEPHEN KING
2011-12-18,3,1701,EXPLOSIVE EIGHTEEN,JANET EVANOVICH
2011-12-18,4,5670,THE LITIGATORS,JOHN GRISHAM
2011-12-18,5,2552,KILL ALEX CROSS,JAMES PATTERSON
2011-12-18,6,4618,THE BEST OF ME,NICHOLAS SPARKS
2011-12-18,7,7426,���V��� IS FOR VENGEANCE,SUE GRAFTON
2011-12-18,8,6211,THE SCOTTISH PRISONER,DIANA GABALDON
2011-12-18,9,2982,MICRO,MICHAEL CRICHTON
2011-12-18,10,7410,ZERO DAY,DAVID BALDACCI
2011-12-18,11,26,1Q84,HARUKI MURAKAMI
2011-12-18,12,81,A DANCE WITH DRAGONS,GEORGE R. R. MARTIN
2011-12-18,13,5769,THE MARRIAGE PLOT,JEFFREY EUGENIDES
2011-12-18,14,1443,DEVIL'S GATE,CLIVE CUSSLER AND GRAHAM BROWN
2011-12-18,15,6344,THE SNOW ANGEL,GLENN BECK
2011-12-18,16,4839,THE CHRISTMAS WEDDING,JAMES PATTERSON AND RICHARD DILALLO
2011-12-25,1,15,11/22/63,STEPHEN KING
2011-12-25,2,3735,RED MIST,PATRICIA CORNWELL
2011-12-25,3,5670,THE LITIGATORS,JOHN GRISHAM
2011-12-25,4,1365,DEATH COMES TO PEMBERLEY,P. D. JAMES
2011-12-25,5,2552,KILL ALEX CROSS,JAMES PATTERSON
2011-12-25,6,1701,EXPLOSIVE EIGHTEEN,JANET EVANOVICH
2011-12-25,7,5015,THE DROP,MICHAEL CONNELLY
2011-12-25,8,4618,THE BEST OF ME,NICHOLAS SPARKS
2011-12-25,9,7426,���V��� IS FOR VENGEANCE,SUE GRAFTON
2011-12-25,10,2983,MICRO,MICHAEL CRICHTON AND RICHARD PRESTON
2011-12-25,11,7410,ZERO DAY,DAVID BALDACCI
2011-12-25,12,6211,THE SCOTTISH PRISONER,DIANA GABALDON
2011-12-25,13,26,1Q84,HARUKI MURAKAMI
2011-12-25,14,81,A DANCE WITH DRAGONS,GEORGE R. R. MARTIN
2011-12-25,15,4567,THE ART OF FIELDING,CHAD HARBACH
2012-01-01,1,15,11/22/63,STEPHEN KING
2012-01-01,2,2743,LOCKED ON,TOM CLANCY WITH MARK GREANEY
2012-01-01,3,5670,THE LITIGATORS,JOHN GRISHAM
2012-01-01,4,2552,KILL ALEX CROSS,JAMES PATTERSON
2012-01-01,5,1365,DEATH COMES TO PEMBERLEY,P. D. JAMES
2012-01-01,6,4618,THE BEST OF ME,NICHOLAS SPARKS
2012-01-01,7,3735,RED MIST,PATRICIA CORNWELL
2012-01-01,8,1701,EXPLOSIVE EIGHTEEN,JANET EVANOVICH
2012-01-01,9,5015,THE DROP,MICHAEL CONNELLY
2012-01-01,10,7426,���V��� IS FOR VENGEANCE,SUE GRAFTON
2012-01-01,11,4567,THE ART OF FIELDING,CHAD HARBACH
2012-01-01,12,26,1Q84,HARUKI MURAKAMI
2012-01-01,13,2983,MICRO,MICHAEL CRICHTON AND RICHARD PRESTON
2012-01-01,14,81,A DANCE WITH DRAGONS,GEORGE R. R. MARTIN
2012-01-01,15,7410,ZERO DAY,DAVID BALDACCI
2012-01-08,1,15,11/22/63,STEPHEN KING
2012-01-08,2,5670,THE LITIGATORS,JOHN GRISHAM
2012-01-08,3,2552,KILL ALEX CROSS,JAMES PATTERSON
2012-01-08,4,2743,LOCKED ON,TOM CLANCY WITH MARK GREANEY
2012-01-08,5,1365,DEATH COMES TO PEMBERLEY,P. D. JAMES
2012-01-08,6,4618,THE BEST OF ME,NICHOLAS SPARKS
2012-01-08,7,3735,RED MIST,PATRICIA CORNWELL
2012-01-08,8,1701,EXPLOSIVE EIGHTEEN,JANET EVANOVICH
2012-01-08,9,7426,���V��� IS FOR VENGEANCE,SUE GRAFTON
2012-01-08,10,5254,THE GIRL WHO KICKED THE HORNET���S NEST,STIEG LARSSON
2012-01-08,11,5015,THE DROP,MICHAEL CONNELLY
2012-01-08,12,26,1Q84,HARUKI MURAKAMI
2012-01-08,13,2983,MICRO,MICHAEL CRICHTON AND RICHARD PRESTON
2012-01-08,14,4567,THE ART OF FIELDING,CHAD HARBACH
2012-01-08,15,81,A DANCE WITH DRAGONS,GEORGE R. R. MARTIN
2012-01-15,1,42,77 SHADOW STREET,DEAN KOONTZ
2012-01-15,2,15,11/22/63,STEPHEN KING
2012-01-15,3,1365,DEATH COMES TO PEMBERLEY,P. D. JAMES
2012-01-15,4,2743,LOCKED ON,TOM CLANCY WITH MARK GREANEY
2012-01-15,5,2552,KILL ALEX CROSS,JAMES PATTERSON
2012-01-15,6,5670,THE LITIGATORS,JOHN GRISHAM
2012-01-15,7,4618,THE BEST OF ME,NICHOLAS SPARKS
2012-01-15,8,3735,RED MIST,PATRICIA CORNWELL
2012-01-15,9,5254,THE GIRL WHO KICKED THE HORNET���S NEST,STIEG LARSSON
2012-01-15,10,1701,EXPLOSIVE EIGHTEEN,JANET EVANOVICH
2012-01-15,11,1518,DOWN THE DARKEST ROAD,TAMI HOAG
2012-01-15,12,5015,THE DROP,MICHAEL CONNELLY
2012-01-15,13,2983,MICRO,MICHAEL CRICHTON AND RICHARD PRESTON
2012-01-15,14,1171,COVERT WARRIORS,W. E. B. GRIFFIN AND WILLIAM E. BUTTERWORTH IV
2012-01-15,15,81,A DANCE WITH DRAGONS,GEORGE R. R. MARTIN
2012-01-15,16,1231,D. C. DEAD,STUART WOODS
2012-01-22,1,3635,PRIVATE: #1 SUSPECT,JAMES PATTERSON AND MAXINE PAETRO
2012-01-22,2,2806,LOVE IN A NUTSHELL,JANET EVANOVICH AND DORIEN KELLY
2012-01-22,3,1365,DEATH COMES TO PEMBERLEY,P. D. JAMES
2012-01-22,4,15,11/22/63,STEPHEN KING
2012-01-22,5,42,77 SHADOW STREET,DEAN KOONTZ
2012-01-22,6,2743,LOCKED ON,TOM CLANCY WITH MARK GREANEY
2012-01-22,7,5254,THE GIRL WHO KICKED THE HORNET���S NEST,STIEG LARSSON
2012-01-22,8,5670,THE LITIGATORS,JOHN GRISHAM
2012-01-22,9,4618,THE BEST OF ME,NICHOLAS SPARKS
2012-01-22,10,2552,KILL ALEX CROSS,JAMES PATTERSON
2012-01-22,11,3735,RED MIST,PATRICIA CORNWELL
2012-01-22,12,1701,EXPLOSIVE EIGHTEEN,JANET EVANOVICH
2012-01-22,13,5015,THE DROP,MICHAEL CONNELLY
2012-01-22,14,81,A DANCE WITH DRAGONS,GEORGE R. R. MARTIN
2012-01-22,15,96,A DEVIL IS WAITING,JACK HIGGINS
2012-01-22,16,5445,THE HUNTER,JOHN LESCROART
2012-01-29,1,651,BELIEVING THE LIE,ELIZABETH GEORGE
2012-01-29,2,3635,PRIVATE: #1 SUSPECT,JAMES PATTERSON AND MAXINE PAETRO
2012-01-29,3,1989,GIDEON'S CORPSE,DOUGLAS PRESTON
2012-01-29,4,1304,DARTH PLAGUEIS,JAMES LUCENO
2012-01-29,5,1365,DEATH COMES TO PEMBERLEY,P. D. JAMES
2012-01-29,6,15,11/22/63,STEPHEN KING
2012-01-29,7,5254,THE GIRL WHO KICKED THE HORNET���S NEST,STIEG LARSSON
2012-01-29,8,1156,COPPER BEACH,JAYNE ANN KRENTZ
2012-01-29,9,2797,LOTHAIRE,KRESLEY COLE
2012-01-29,10,5670,THE LITIGATORS,JOHN GRISHAM
2012-01-29,11,2743,LOCKED ON,TOM CLANCY WITH MARK GREANEY
2012-01-29,12,2806,LOVE IN A NUTSHELL,JANET EVANOVICH AND DORIEN KELLY
2012-01-29,13,42,77 SHADOW STREET,DEAN KOONTZ
2012-01-29,14,4618,THE BEST OF ME,NICHOLAS SPARKS
2012-01-29,15,2552,KILL ALEX CROSS,JAMES PATTERSON
2012-02-05,1,3635,PRIVATE: #1 SUSPECT,JAMES PATTERSON AND MAXINE PAETRO
2012-02-05,2,1372,DEATH OF KINGS,BERNARD CORNWELL
2012-02-05,3,651,BELIEVING THE LIE,ELIZABETH GEORGE
2012-02-05,4,1365,DEATH COMES TO PEMBERLEY,P. D. JAMES
2012-02-05,5,5254,THE GIRL WHO KICKED THE HORNET���S NEST,STIEG LARSSON
2012-02-05,6,15,11/22/63,STEPHEN KING
2012-02-05,7,3724,RAYLAN,ELMORE LEONARD
2012-02-05,8,4035,SHADOWS IN FLIGHT,ORSON SCOTT CARD
2012-02-05,9,6163,THE ROPE,NEVADA BARR
2012-02-05,10,5670,THE LITIGATORS,JOHN GRISHAM
2012-02-05,11,2743,LOCKED ON,TOM CLANCY WITH MARK GREANEY
2012-02-05,12,1989,GIDEON'S CORPSE,DOUGLAS PRESTON
2012-02-05,13,1304,DARTH PLAGUEIS,JAMES LUCENO
2012-02-05,14,4618,THE BEST OF ME,NICHOLAS SPARKS
2012-02-05,15,2806,LOVE IN A NUTSHELL,JANET EVANOVICH AND DORIEN KELLY
2012-02-12,1,4433,TAKEN,ROBERT CRAIS
2012-02-12,2,3635,PRIVATE: #1 SUSPECT,JAMES PATTERSON AND MAXINE PAETRO
2012-02-12,3,1365,DEATH COMES TO PEMBERLEY,P. D. JAMES
2012-02-12,4,5254,THE GIRL WHO KICKED THE HORNET���S NEST,STIEG LARSSON
2012-02-12,5,15,11/22/63,STEPHEN KING
2012-02-12,6,651,BELIEVING THE LIE,ELIZABETH GEORGE
2012-02-12,7,3724,RAYLAN,ELMORE LEONARD
2012-02-12,8,5670,THE LITIGATORS,JOHN GRISHAM
2012-02-12,9,1298,DARKER AFTER MIDNIGHT,LARA ADRIAN
2012-02-12,10,2743,LOCKED ON,TOM CLANCY WITH MARK GREANEY
2012-02-12,11,1372,DEATH OF KINGS,BERNARD CORNWELL
2012-02-12,12,81,A DANCE WITH DRAGONS,GEORGE R. R. MARTIN
2012-02-12,13,3521,PINEAPPLE GRENADE,TIM DORSEY
2012-02-12,14,5973,THE PARIS WIFE,PAULA MCLAIN
2012-02-12,15,4618,THE BEST OF ME,NICHOLAS SPARKS
2012-02-12,16,6163,THE ROPE,NEVADA BARR
2012-02-19,1,2229,HOME FRONT,KRISTIN HANNAH
2012-02-19,2,3635,PRIVATE: #1 SUSPECT,JAMES PATTERSON AND MAXINE PAETRO
2012-02-19,3,4433,TAKEN,ROBERT CRAIS
2012-02-19,4,1404,DEFENDING JACOB,WILLIAM LANDAY
2012-02-19,5,1365,DEATH COMES TO PEMBERLEY,P. D. JAMES
2012-02-19,6,15,11/22/63,STEPHEN KING
2012-02-19,7,5254,THE GIRL WHO KICKED THE HORNET���S NEST,STIEG LARSSON
2012-02-19,8,651,BELIEVING THE LIE,ELIZABETH GEORGE
2012-02-19,9,3724,RAYLAN,ELMORE LEONARD
2012-02-19,10,5670,THE LITIGATORS,JOHN GRISHAM
2012-02-19,11,81,A DANCE WITH DRAGONS,GEORGE R. R. MARTIN
2012-02-19,12,5123,THE FEAR INDEX,ROBERT HARRIS
2012-02-19,13,5973,THE PARIS WIFE,PAULA MCLAIN
2012-02-19,14,4618,THE BEST OF ME,NICHOLAS SPARKS
2012-02-19,15,5941,THE ORPHAN MASTER���S SON,ADAM JOHNSON
2012-02-19,16,1372,DEATH OF KINGS,BERNARD CORNWELL
2012-02-26,1,2555,KILL SHOT,VINCE FLYNN
2012-02-26,2,964,CATCH ME,LISA GARDNER
2012-02-26,3,1404,DEFENDING JACOB,WILLIAM LANDAY
2012-02-26,4,3635,PRIVATE: #1 SUSPECT,JAMES PATTERSON AND MAXINE PAETRO
2012-02-26,5,15,11/22/63,STEPHEN KING
2012-02-26,6,1365,DEATH COMES TO PEMBERLEY,P. D. JAMES
2012-02-26,7,2229,HOME FRONT,KRISTIN HANNAH
2012-02-26,8,4433,TAKEN,ROBERT CRAIS
2012-02-26,9,5254,THE GIRL WHO KICKED THE HORNET���S NEST,STIEG LARSSON
2012-02-26,10,2663,LEFT FOR DEAD,J. A. JANCE
2012-02-26,11,3724,RAYLAN,ELMORE LEONARD
2012-02-26,12,3264,NO MARK UPON HER,DEBORAH CROMBIE
2012-02-26,13,81,A DANCE WITH DRAGONS,GEORGE R. R. MARTIN
2012-02-26,14,5670,THE LITIGATORS,JOHN GRISHAM
2012-02-26,15,5123,THE FEAR INDEX,ROBERT HARRIS
2012-02-26,16,5973,THE PARIS WIFE,PAULA MCLAIN
2012-03-04,1,3629,PRIVATE GAMES,JAMES PATTERSON AND MARK SULLIVAN
2012-03-04,2,2555,KILL SHOT,VINCE FLYNN
2012-03-04,3,6725,THE WOLF GIFT,ANNE RICE
2012-03-04,4,2339,I'VE GOT YOUR NUMBER,SOPHIE KINSELLA
2012-03-04,5,1404,DEFENDING JACOB,WILLIAM LANDAY
2012-03-04,6,15,11/22/63,STEPHEN KING
2012-03-04,7,1365,DEATH COMES TO PEMBERLEY,P. D. JAMES
2012-03-04,8,3635,PRIVATE: #1 SUSPECT,JAMES PATTERSON AND MAXINE PAETRO
2012-03-04,9,2229,HOME FRONT,KRISTIN HANNAH
2012-03-04,10,964,CATCH ME,LISA GARDNER
2012-03-04,11,5254,THE GIRL WHO KICKED THE HORNET���S NEST,STIEG LARSSON
2012-03-04,12,5427,THE HOUSE I LOVED,TATIANA DE ROSNAY
2012-03-04,13,81,A DANCE WITH DRAGONS,GEORGE R. R. MARTIN
2012-03-04,14,4433,TAKEN,ROBERT CRAIS
2012-03-04,15,3842,ROBERT LUDLUM'S THE JANSON COMMAND,PAUL GARRISON
2012-03-04,16,3724,RAYLAN,ELMORE LEONARD
2012-03-11,1,973,CELEBRITY IN DEATH,J. D. ROBB
2012-03-11,2,186,A PERFECT BLOOD,KIM HARRISON
2012-03-11,3,2555,KILL SHOT,VINCE FLYNN
2012-03-11,4,3629,PRIVATE GAMES,JAMES PATTERSON AND MARK SULLIVAN
2012-03-11,5,6725,THE WOLF GIFT,ANNE RICE
2012-03-11,6,1404,DEFENDING JACOB,WILLIAM LANDAY
2012-03-11,7,2339,I'VE GOT YOUR NUMBER,SOPHIE KINSELLA
2012-03-11,8,6272,THE SHADOW PATROL,ALEX BERENSON
2012-03-11,9,4215,SONOMA ROSE,JENNIFER CHIAVERINI
2012-03-11,10,15,11/22/63,STEPHEN KING
2012-03-11,11,1365,DEATH COMES TO PEMBERLEY,P. D. JAMES
2012-03-11,12,2229,HOME FRONT,KRISTIN HANNAH
2012-03-11,13,81,A DANCE WITH DRAGONS,GEORGE R. R. MARTIN
2012-03-11,14,3635,PRIVATE: #1 SUSPECT,JAMES PATTERSON AND MAXINE PAETRO
2012-03-11,15,5427,THE HOUSE I LOVED,TATIANA DE ROSNAY
2012-03-11,16,964,CATCH ME,LISA GARDNER
2012-03-18,1,2751,LONE WOLF,JODI PICOULT
2012-03-18,2,7123,VICTIMS,JONATHAN KELLERMAN
2012-03-18,3,2555,KILL SHOT,VINCE FLYNN
2012-03-18,4,973,CELEBRITY IN DEATH,J. D. ROBB
2012-03-18,5,3629,PRIVATE GAMES,JAMES PATTERSON AND MARK SULLIVAN
2012-03-18,6,6725,THE WOLF GIFT,ANNE RICE
2012-03-18,7,1055,CINNAMON ROLL MURDER,JOANNE FLUKE
2012-03-18,8,186,A PERFECT BLOOD,KIM HARRISON
2012-03-18,9,1404,DEFENDING JACOB,WILLIAM LANDAY
2012-03-18,10,15,11/22/63,STEPHEN KING
2012-03-18,11,2339,I'VE GOT YOUR NUMBER,SOPHIE KINSELLA
2012-03-18,12,1365,DEATH COMES TO PEMBERLEY,P. D. JAMES
2012-03-18,13,81,A DANCE WITH DRAGONS,GEORGE R. R. MARTIN
2012-03-18,14,2229,HOME FRONT,KRISTIN HANNAH
2012-03-18,15,6951,TRAIL OF THE SPELLMANS: DOCUMENT #5,LISA LUTZ
2012-03-18,16,5973,THE PARIS WIFE,PAULA MCLAIN
2012-03-25,1,6492,THE THIEF,CLIVE CUSSLER AND JUSTIN SCOTT
2012-03-25,2,2751,LONE WOLF,JODI PICOULT
2012-03-25,3,208,A RISING THUNDER,DAVID WEBER
2012-03-25,4,1717,FAIR GAME,PATRICIA BRIGGS
2012-03-25,5,2555,KILL SHOT,VINCE FLYNN
2012-03-25,6,3629,PRIVATE GAMES,JAMES PATTERSON AND MARK SULLIVAN
2012-03-25,7,1018,CHASING MIDNIGHT,RANDY WAYNE WHITE
2012-03-25,8,973,CELEBRITY IN DEATH,J. D. ROBB
2012-03-25,9,1404,DEFENDING JACOB,WILLIAM LANDAY
2012-03-25,10,7123,VICTIMS,JONATHAN KELLERMAN
2012-03-25,11,6725,THE WOLF GIFT,ANNE RICE
2012-03-25,12,15,11/22/63,STEPHEN KING
2012-03-25,13,81,A DANCE WITH DRAGONS,GEORGE R. R. MARTIN
2012-03-25,14,5082,THE EXPATS,CHRIS PAVONE
2012-03-25,15,186,A PERFECT BLOOD,KIM HARRISON
2012-03-25,16,2472,I���VE GOT YOUR NUMBER,SOPHIE KINSELLA
2012-04-01,1,2751,LONE WOLF,JODI PICOULT
2012-04-01,2,1773,FATE OF THE JEDI: APOCALYPSE,TROY DENNING
2012-04-01,3,6492,THE THIEF,CLIVE CUSSLER AND JUSTIN SCOTT
2012-04-01,4,2555,KILL SHOT,VINCE FLYNN
2012-04-01,5,3629,PRIVATE GAMES,JAMES PATTERSON AND MARK SULLIVAN
2012-04-01,6,1404,DEFENDING JACOB,WILLIAM LANDAY
2012-04-01,7,7123,VICTIMS,JONATHAN KELLERMAN
2012-04-01,8,81,A DANCE WITH DRAGONS,GEORGE R. R. MARTIN
2012-04-01,9,5082,THE EXPATS,CHRIS PAVONE
2012-04-01,10,6725,THE WOLF GIFT,ANNE RICE
2012-04-01,11,1717,FAIR GAME,PATRICIA BRIGGS
2012-04-01,12,973,CELEBRITY IN DEATH,J. D. ROBB
2012-04-01,13,3041,MONDAY MORNINGS,SANJAY GUPTA
2012-04-01,14,15,11/22/63,STEPHEN KING
2012-04-01,15,208,A RISING THUNDER,DAVID WEBER
2012-04-01,16,477,ANOTHER PIECE OF MY HEART,JANE GREEN
2012-04-08,1,4314,STAY CLOSE,HARLAN COBEN
2012-04-08,2,2751,LONE WOLF,JODI PICOULT
2012-04-08,3,1888,FORCE OF NATURE,C. J. BOX
2012-04-08,4,2555,KILL SHOT,VINCE FLYNN
2012-04-08,5,6492,THE THIEF,CLIVE CUSSLER AND JUSTIN SCOTT
2012-04-08,6,3629,PRIVATE GAMES,JAMES PATTERSON AND MARK SULLIVAN
2012-04-08,7,3509,PHANTOM,TED BELL
2012-04-08,8,1404,DEFENDING JACOB,WILLIAM LANDAY
2012-04-08,9,1773,FATE OF THE JEDI: APOCALYPSE,TROY DENNING
2012-04-08,10,6725,THE WOLF GIFT,ANNE RICE
2012-04-08,11,81,A DANCE WITH DRAGONS,GEORGE R. R. MARTIN
2012-04-08,12,816,BORN TO DARKNESS,SUZANNE BROCKMANN
2012-04-08,13,1727,FALL FROM GRACE,RICHARD NORTH PATTERSON
2012-04-08,14,7123,VICTIMS,JONATHAN KELLERMAN
2012-04-08,15,15,11/22/63,STEPHEN KING
2012-04-15,1,2825,LOVER REBORN,J. R. WARD
2012-04-15,2,2072,GUILTY WIVES,JAMES PATTERSON AND DAVID ELLIS
2012-04-15,3,673,BETRAYAL,DANIELLE STEEL
2012-04-15,4,4314,STAY CLOSE,HARLAN COBEN
2012-04-15,5,1614,ELEGY FOR EDDIE,JACQUELINE WINSPEAR
2012-04-15,6,2751,LONE WOLF,JODI PICOULT
2012-04-15,7,2555,KILL SHOT,VINCE FLYNN
2012-04-15,8,6492,THE THIEF,CLIVE CUSSLER AND JUSTIN SCOTT
2012-04-15,9,3629,PRIVATE GAMES,JAMES PATTERSON AND MARK SULLIVAN
2012-04-15,10,1404,DEFENDING JACOB,WILLIAM LANDAY
2012-04-15,11,81,A DANCE WITH DRAGONS,GEORGE R. R. MARTIN
2012-04-15,12,1888,FORCE OF NATURE,C. J. BOX
2012-04-15,13,15,11/22/63,STEPHEN KING
2012-04-15,14,3509,PHANTOM,TED BELL
2012-04-15,15,5082,THE EXPATS,CHRIS PAVONE
2012-04-15,16,1773,FATE OF THE JEDI: APOCALYPSE,TROY DENNING
2012-04-22,1,5714,THE LOST YEARS,MARY HIGGINS CLARK
2012-04-22,2,2072,GUILTY WIVES,JAMES PATTERSON AND DAVID ELLIS
2012-04-22,3,3899,SACR�� BLEU,CHRISTOPHER MOORE
2012-04-22,4,5660,THE LIMPOPO ACADEMY OF PRIVATE DETECTION,ALEXANDER MCCALL SMITH
2012-04-22,5,6288,THE SHOEMAKER'S WIFE,ADRIANA TRIGIANI
2012-04-22,6,673,BETRAYAL,DANIELLE STEEL
2012-04-22,7,4314,STAY CLOSE,HARLAN COBEN
2012-04-22,8,4610,THE BEGINNER'S GOODBYE,ANNE TYLER
2012-04-22,9,2825,LOVER REBORN,J. R. WARD
2012-04-22,10,617,BEASTLY THINGS,DONNA LEON
2012-04-22,11,2079,GYPPED,CAROL HIGGINS CLARK
2012-04-22,12,2751,LONE WOLF,JODI PICOULT
2012-04-22,13,81,A DANCE WITH DRAGONS,GEORGE R. R. MARTIN
2012-04-22,14,4624,THE BIG CAT NAP,RITA MAE BROWN AND SNEAKY PIE BROWN
2012-04-22,15,1504,DORCHESTER TERRACE,ANNE PERRY
2012-04-22,16,2555,KILL SHOT,VINCE FLYNN
2012-04-29,1,901,CALICO JOE,JOHN GRISHAM
2012-04-29,2,2072,GUILTY WIVES,JAMES PATTERSON AND DAVID ELLIS
2012-04-29,3,5714,THE LOST YEARS,MARY HIGGINS CLARK
2012-04-29,4,1112,COME HOME,LISA SCOTTOLINE
2012-04-29,5,6288,THE SHOEMAKER'S WIFE,ADRIANA TRIGIANI
2012-04-29,6,3899,SACR�� BLEU,CHRISTOPHER MOORE
2012-04-29,7,673,BETRAYAL,DANIELLE STEEL
2012-04-29,8,4314,STAY CLOSE,HARLAN COBEN
2012-04-29,9,5660,THE LIMPOPO ACADEMY OF PRIVATE DETECTION,ALEXANDER MCCALL SMITH
2012-04-29,10,81,A DANCE WITH DRAGONS,GEORGE R. R. MARTIN
2012-04-29,11,4610,THE BEGINNER'S GOODBYE,ANNE TYLER
2012-04-29,12,5653,THE LIFEBOAT,CHARLOTTE ROGAN
2012-04-29,13,2826,LOVER REBORN,J.R. WARD
2012-04-29,14,2751,LONE WOLF,JODI PICOULT
2012-04-29,15,2555,KILL SHOT,VINCE FLYNN
2012-04-29,16,4896,THE COVE,RON RASH
2012-05-06,1,5475,THE INNOCENT,DAVID BALDACCI
2012-05-06,2,6722,THE WITNESS,NORA ROBERTS
2012-05-06,3,901,CALICO JOE,JOHN GRISHAM
2012-05-06,4,7069,UNNATURAL ACTS,STUART WOODS
2012-05-06,5,2072,GUILTY WIVES,JAMES PATTERSON AND DAVID ELLIS
2012-05-06,6,5714,THE LOST YEARS,MARY HIGGINS CLARK
2012-05-06,7,7212,WHAT DOESN'T KILL YOU,IRIS JOHANSEN
2012-05-06,8,1112,COME HOME,LISA SCOTTOLINE
2012-05-06,9,3899,SACR�� BLEU,CHRISTOPHER MOORE
2012-05-06,10,6288,THE SHOEMAKER'S WIFE,ADRIANA TRIGIANI
2012-05-06,11,5660,THE LIMPOPO ACADEMY OF PRIVATE DETECTION,ALEXANDER MCCALL SMITH
2012-05-06,12,673,BETRAYAL,DANIELLE STEEL
2012-05-06,13,4314,STAY CLOSE,HARLAN COBEN
2012-05-06,14,81,A DANCE WITH DRAGONS,GEORGE R. R. MARTIN
2012-05-06,15,5653,THE LIFEBOAT,CHARLOTTE ROGAN
2012-05-06,16,4611,THE BEGINNER���S GOODBYE,ANNE TYLER
2012-05-13,1,6706,THE WIND THROUGH THE KEYHOLE,STEPHEN KING
2012-05-13,2,5475,THE INNOCENT,DAVID BALDACCI
2012-05-13,3,901,CALICO JOE,JOHN GRISHAM
2012-05-13,4,6722,THE WITNESS,NORA ROBERTS
2012-05-13,5,1217,CRYSTAL GARDENS,AMANDA QUICK
2012-05-13,6,2072,GUILTY WIVES,JAMES PATTERSON AND DAVID ELLIS
2012-05-13,7,5714,THE LOST YEARS,MARY HIGGINS CLARK
2012-05-13,8,7069,UNNATURAL ACTS,STUART WOODS
2012-05-13,9,6288,THE SHOEMAKER'S WIFE,ADRIANA TRIGIANI
