TIM LAHAYE AND BOB PHILLIPS,1
JESS WALTER,1
JAVIER SIERRA,1
LARA PRESCOTT,1
EMILY EDEN,1
DREW PEARSON,1
LEE CHILD AND ANDREW CHILD,1
DENNIS MURPHY,1
JON GODDEN,1
EDITED BY NICHOLAS MEYER,1
ANNA SEGHERS,1
GUILLERMO DEL TORO AND DANIEL KRAUS,1
JEAN M.AUEL,1
WIN BROOKS,1
A.N. ROQUELAURE,1
ALEXANDER FEDOROFF,1
ALEX MICHAELIDES,1
ROBERT REYNOLDS,1
LIONEL SHAPIRO,1
PETER V. BRETT,1
ROSELLEN BROWN,1
H.H. LYNDE,1
STUART DAVID ENGSTRAND,1
PATRICK ROTHFUSS,2
ALEX WALSH. ILLUSTRATED BY JESSE CLAY,1
S. J. WATSON,1
MARY JANE WARD,1
CHRISTOPHER RICE,2
MARJORIE KINNAN RAWLINGS,3
PHILIPP MEYER,1
JOHAN FABRICIUS,1
BRUCE CHATWIN,1
NICCOLO TUCCI,1
YUKIO MISHIMA,1
T. S. STRIBLING,3
JAMES MICHENER,2
GRADY HENDRIX,1
NOAH HAWLEY,1
ARNAUD DE BORCHGRAVE AND ROBERT MOSS,1
WILLIAM GOLDING,1
COMPILED BY MARY S. LOVELL,1
ANNE GOODWIN WINSLOW,1
ZSOLT DE HARSANYI,1
ELIZABETH METZGER HOWARD,1
THEODORE MORRISON,1
GABRIELLE ZEVIN,1
FRANK O'CONNER,1
RAY BRADBURY,1
DAVID WROBLEWSKI,1
NATALIE ANDERSON SCOTT,1
NED CALMER,1
ANN PETRY,1
JOLAN FOLDES,1
HELEN HOWE,2
CHRISTOPHER LA FARGE,1
DORIS LESSING,1
TREVANIAN.,1
SIMONE ST. JAMES,1
SARAH PINBOROUGH,1
EDWARD KELSEY MOORE,1
VINCE FLYNN AND KYLE MILLS,1
MARJORIE CARLETON,1
LESLIE WALLER,1
JOHN GODEY,1
STEPHEN KING AND PETER STRAUB,2
HOWARD BRESLIN,1
JERZY KOSINSKI,1
EDITED BY ARMIN L. ROBINSON,1
THOMAS FLANAGAN,1
LARS KEPLER,1
DASHIELL HAMMETT,1
JULIAN FELLOWES,1
GENERAL SIR JOHN HACKETT AND OTHER TOP-RANKING NATO GENERALS AND ADVISORS,1
EUGENE VALE,1
DIANE SETTERFIELD,1
CATHLEEN SCHINE,1
HERBERT KRAUSE,1
TEA OBREHT,1
HIRAM HAYDN,1
ALICE EKERT-ROTHOLZ,1
GABRIELLE ROY,1
ROSE MACAULAY,1
MARISA DE LOS SANTOS,1
WALTER VAN TILBURG CLARK,1
SHIRLEY HAZZARD,1
JOHN TWELVE HAWKS,1
ANDY ANDREWS,1
ELIZABETH PAGE,1
JOHN KENNETH GALBRAITH,1
VIÑA DELMAR,1
ELISABETH ROBINSON,1
STUART CLOETHE,2
AYANA MATHIS,1
WILLIAM J. LEDERER AND EUGENE BURDICK,1
H.L. HUMES,1
ROSS MACDONALD,1
DOROTHY MACARDLE,1
TESS SLESINGER,2
ALICE GRANT ROSMAN,1
JOYCE HABER,1
HARRY PATTERSON,2
JEAN M. AUEL.,1
JOHN WEITZ,1
INGLIS FLETCHER,2
ANDREW LYTLE,1
WALTER F. MURPHY,1
DOROTHY EDEN,1
TRANSLATED BY SEAMUS HEANEY,1
SUSAN SONTAG,1
ALICE WALWORTH GRAHAM,1
ROBERT KIRKMAN,1
ALISON LURIE,1
MALCOLM BOSSE,1
CARLO LEVI,1
HUGH MACLENNAN,1
TA-NEHISI COATES,1
PAOLO BACIGALUPI,1
JOHN MOORE,1
"A.B. GUTHRIE, JR",1
DAN WICKENDEN,2
JAMES T. FARRELL,1
JASON F. WRIGHT,1
DIANE CAREY,1
ELEANOR BROWN,1
NICHOLAS MEYER,1
ALEX NORTH,1
D.M. THOMAS,1
RICHARD PRICE WRITING AS HARRY BRANDT,1
DAWN POWELL,1
FIONA BARTON,1
SUSAN YORKE,1
ROBERT HICKS,1
WALTER J. BOYNE AND STEVEN L. THOMPSON,1
WRITTEN AND ILLUSTRATED BY JAN BRETT,1
ALICE RANDALL,1
TRYGVE GULBRANSSEN,1
HERBERT GORMAN,1
KATHERINE ARDEN,1
A.J. FINN,1
T. C. BOYLE,1
JESSICA SHATTUCK,1
CHRISTOPHER ISHERWOOD,1
WILLIAM BLAKE,1
RICHARD MASON,1
MARIAN SIMS,1
BRUCE MARSHALL,3
VIRGINIA WOOLF,1
KEVIN POWERS,1
W.SOMERSET MAUGHAM,1
TOMMY ORANGE,1
GARY LARSON,1
ALLIS MCKAY,1
GLENDON SWARTHOUT,2
LONNIE COLEMAN,1
TIFFANY THAYER,2
ALFRED COPPEL,1
ERIC KNIGHT,1
DAVID WONG,1
FEIKE FEIKEMA,1
SHELLEY MYDANS,1
MARY KING O'DONNELL,1
AGNES NEWTON KEITH,1
JOSEPHINE PINCKNEY,1
ANDERS ROSLUND AND BORGE HELLSTROM,1
JAMES PATTERSON AND SHAN SERAFIN,1
! BY JACKIE COLLINS,1
KARLEEN KOEN,1
! BY TERRY PRATCHETT,1
JAMES S.A. COREY,1
EMILIE LORING,2
WILLIAM GOLDMAN,1
TAD WILLIAMS,1
ROBERT HEINLEIN,1
MAURICE HINDUS,1
CHRISTOPHER PAOLINI,1
"NEWT GINGRICH, WILLIAM R. FORSTCHEN AND ALBERT S. HANSER",1
CONNIE BRISCOE,1
JAMIE LEE CURTIS. ILLUSTRATED BY LAURA CORNELL,1
MARIA SEMPLE,3
MIKE MADEN,4
MARC CAMERON,4
GRANT BLACKWOOD,2
JAMES STREET AND JAMES CHILDERS,1
FRANK NORRIS,1
JAMES PATTERSON AND NEIL MCMAHON,1
LISA LUTZ,1
KATHRYN FORBES,1
DENIS JOHNSON,1
DON M. MANKIEWICZ,1
HENRY MILLER,1
MAX WYLIE,1
JEAN-PAUL SARTRE,1
CHARLES PORTIS,1
TED HUGHES,1
ERNEST GANN,1
AL DEWLEN,1
MARJORIE HOLMES,1
"JAMES PATTERSON AND FRANK CONSTANTINI, EMILY RAYMOND AND BRIAN SITTS",1
"JAMES PATTERSON AND FRANK COSTANTINI, EMILY RAYMOND AND BRIAN SITTS",1
IVY COMPTON-BURNETT,1
JAMES JOYCE,1
TOM HANKS,1
NEIL H. SWANSON,1
MARYJANICE DAVIDSON,2
MALCOLM LOWRY,1
JOHN DARNIELLE,2
BEL KAUFMAN,1
ELIZABETH WETMORE,1
JERE PEACOCK,1
JOY PACKER,1
OLIVER LANGE,1
MARLON JAMES,1
IDWAL JONES,1
JOHN KNITTEL,1
CECIL ROBERTS,1
LANA DEL REY,1
BARBARA TAYLOR BRADFORD.,1
DAVID WESTHEIMER,1
NICHOLSON BAKER,1
STERLING HAYDEN,1
GREG WEISMAN,1
W. E.B. GRIFFIN,1
WHITLEY STRIEBER AND JAMES W. KUNETKA,1
JO SINCLAIR,1
JANELLE BROWN,1
GEOFFREY HOUSEHOLD,1
MATTHEW THOMAS,1
SHIRLEY JACKSON,1
JENNY OFFILL,1
MAURICE SAMUEL,1
! BY FANNIE FLAGG,1
MARGARET AYER BARNES,3
MARIA SHRIVER. ILLUSTRATED BY SANDRA SPEIDEL,1
OTIS CARNEY,1
HAL BORLAND,1
? BY JIMMY BUFFETT,1
DELIA OWENS,1
CHANDLER BAKER,1
MARITTA WOLF,1
KRISTEN BRITAIN,1
SUSIE YANG,1
ERIC V. LUSTBADER,1
JANET FITCH,1
LOUISE A. STINETORF,1
REX WARNER,1
JOHN LEGGETT,1
JIM MORRISON,1
JOSEPHINE W. JOHNSON,1
IAN DOESCHER,3
SIDNEY SHELDON.,1
HAROLD LENOIR DAVIS,1
A.A. MILNEI,1
CRAIG THOMAS,1
JONATHAN WINTERS,1
MARGARET CAMPBELL BARNES,1
HOLLISTER NOBLE,1
ANNE TOLSTOI WALLACH,1
FRANCES MALM,1
LILY KING,1
REBECCA WELLS,1
MARIA DERMOUT,1
CHUCK BARRIS,1
ADAM HASLETT,1
RITA VERCORS,1
JEAN HANFF KORELITZ,1
V. E. SCHWAB,1
HEINRICH MANN,1
ERNIE KOVACS,1
STEPHEN BECKER,1
ANNE LAMOTT,1
TOM HEGG,1
GAEL GREENE,1
LEGETTE BLYTHE,1
TOM HEGG. ILLUSTRATED BY WARREN HANSON,1
MARRIJANE AND JOSEPH HAYES,1
ROBERT GOVER,1
ANTHONY POWELL,1
MARGARET ECHARD,1
CHARLES NORDHOFF AND JAMES NORMAN HALL,1
BRADDA FIELD,1
JAMES FREY,1
JULIA PETERKIN,1
B.A. PARIS,1
W.E.B. GRIFFIN AND WILLIAM E. BUTTERWORTH,1
CLEMANCE DANE,1
CHRISTOPHER PAUL CURTIS,1
ROBERT HARDY ANDREWS,1
HELEN HOOVEN SANTMYER,1
JAMES AGEE,1
EDAN LEPUCKI,1
GEORGE HOWE,1
? BY SOPHIE KINSELLA,1
TERRY SOUTHERN AND MASON HOFFENBERG,1
LALITA TADEMY,1
ANDREW TULLY,1
XAVIER HERBERT,1
SAMUEL SHELLABURGER,1
SHIRLEY SEIFERT,1
LEO CALVIN ROSTEN,1
COMMANDER EDWARD ELLISBERG,1
LOIS MCMASTER BUJOLD,1
NIGEL DENNIS,1
ALEXANDRA DAY,1
CECIL ST. LAURENT,1
WALTER KARIG,1
ARTHUR QUILLER-COUCH AND DAPHNE DU MAURIER,1
RUTH FEINER,1
PAMELA HANSFORD JOHNSON,1
DOROTHY ALLISON,1
THOMAS THOMPSON,1
AMANDA GOLDBERG AND RUTHANNA KHALIGHI HOPPER,1
ALBERT E. IDELL,1
PAUL HORGAN,1
FRANK TILSLEY,1
